step,reward,state,action,policy_prob,behavior_prob
0,0,"[-1.         -1.          1.         -1.         -1.          1.
 -1.         -1.          1.         -0.5895896   0.6036036   0.7341747
 -0.9997103   0.15715715 -0.6176176   0.7028973  -0.99967664  0.24524525
  0.09309309  0.30325168 -0.99924    -0.8138138  -0.17917918  0.9595151
 -0.99995595  0.35335335  0.9079079   0.9680383  -0.99996495  0.5495495
 -0.33733734  0.8285086  -0.9998116  -0.4134134  -0.7937938   0.90995896
 -0.99990195 -0.26726726 -0.05505506  0.6922771  -0.9996642   0.4774775
  0.5475475   0.8861157  -0.9998761  -0.34534535  0.8038038   0.9586891
 -0.99995506  0.01301301  0.34134135  0.69028175 -0.9996624   0.8058058
 -0.07107107  0.9588128  -0.9999548  -0.5595596  -0.7057057   0.865483
 -0.99985397  0.8598599   0.5075075   0.9199482  -0.99991226  0.4994995
 -0.5115115   0.8284848  -0.9998115  -0.03703704 -0.14314315  0.38726664
 -0.9993319   0.8738739  -0.8058058   0.9832645  -0.9999814  -0.8638639
  0.7957958   0.9306881  -0.9999246  -0.3993994   0.4034034   0.6615137
 -0.9996318  -0.6136136   0.15115115  0.8620919  -0.9998495   0.3993994
 -0.7597598   0.8921628  -0.99988264 -0.14314315  0.8118118   0.97502244
 -0.9999722  -0.01701702 -0.7157157   0.9529736  -0.9999483  -0.4214214
  0.04904905  0.7210071  -0.9996955  -0.46946946 -0.5535536   0.6826656
 -0.9996548  -0.8498498  -0.7857858   0.9753393  -0.9999729  -0.04704705
 -0.9179179   0.96772367 -0.9999646  -0.6676677   0.7457457   0.82535654
 -0.9998105   0.6616617   0.21721722  0.8342534  -0.9998184   0.5075075
  0.6756757   0.94171906 -0.99993646  0.8338338  -0.5975976   0.97708696
 -0.9999747   0.36136135 -0.07107107  0.8709489  -0.99985844  0.16116115
  0.6116116   0.89774925 -0.99988806 -0.7737738  -0.43343344  0.9771622
 -0.99997497  0.01701702 -0.04904905 -0.06595355 -0.99883705  0.7637638
  0.7657658   0.96714544 -0.99996406  0.7717718   0.3773774   0.91437036
 -0.99990624  0.1891892   0.7657658   0.91167116 -0.9999035   0.07707708
 -0.33933935  0.43509492 -0.9993846  -0.25125125 -0.3173173   0.6444171
 -0.9996131  -0.2032032   0.6336336   0.8290002  -0.9998124  -0.07107107
  0.04704705 -0.20028241 -0.99868935  0.7697698  -0.3213213   0.93567437
 -0.9999291  -0.42542544 -0.3933934   0.6955411  -0.9996688  -0.7677678
  0.03103103  0.94458836 -0.99993974 -0.33133134 -0.6436436   0.82941335
 -0.99981475 -0.6236236   0.8618619   0.9529992  -0.99994904 -0.8338338
  0.5555556   0.937997   -0.9999319   0.8638639   0.24324325  0.94846356
 -0.99994326  0.5815816  -0.001001    0.89911    -0.9998893   0.11511511
 -0.7617618   0.88754815 -0.9998769  -0.25725725  0.25525525  0.2914778
 -0.9992277   0.9379379   0.997998    0.99219847 -0.99999136  0.5275275
  0.3033033   0.9572347  -0.9999533  -0.001001    0.5415415   0.7666074
 -0.9997457   0.34734735  0.3833834   0.80452025 -0.9997873  -0.08708709
 -0.45945945  0.7694588  -0.9997484  -0.7337337  -0.6316316   0.9137463
 -0.9999055   0.7137137  -0.7037037   0.88654137 -0.99987465 -0.16916917
  0.11511511  0.2889274  -0.99922484  0.7497497  -0.4894895   0.9591583
 -0.99995524 -0.7137137  -0.8898899   0.9497596  -0.9999456   0.5915916
  0.7957958   0.96253264 -0.99995905  0.4214214  -0.43743744  0.7851199
 -0.9997639   0.7297297   0.08908909  0.97793764 -0.99997556 -0.6956957
  0.2972973   0.91883916 -0.99991155 -0.9319319  -0.22722723  0.992918
 -0.9999924   0.37137136  0.17117117  0.69404846 -0.99966526 -0.5635636
 -0.01101101  0.9137183  -0.99990594 -0.6376376  -0.2092092   0.95179397
 -0.9999476  -0.5315315   0.47147146  0.7173686  -0.999692    0.5315315
 -0.9379379   0.99133533 -0.9999902   0.9339339  -0.09309309  0.99123776
 -0.9999904   0.13513513 -0.06106106  0.2531199  -0.99917936 -0.45945945
  0.22122122  0.8827796  -0.9998716  -0.3913914   0.6556557   0.9765046
 -0.9999739   0.03303303  0.13513513  0.68492377 -0.9996565   0.5915916
 -0.6376376   0.85884786 -0.99984413  0.36536536 -0.21921922  0.70552117
 -0.99967647 -0.983984    0.07107107  0.9754717  -0.99997365 -1.
 -1.         -1.         -1.        ]",11,0.012159709,0.011712867
1,-0.2891748642650176,"[ 0.78916556 -0.07963103  0.99196    -0.07107107  0.04704705  0.9576285
 -0.16916917  0.11511511  0.992      -0.5895896   0.6036036   0.67859286
 -0.99971205  0.15715715 -0.6176176   0.64007246 -0.9996713   0.24524525
  0.09309309  0.15946257 -0.999235   -0.8138138  -0.17917918  0.95210415
 -0.99995434  0.35335335  0.9079079   0.9623635  -0.99996376  0.5495495
 -0.33733734  0.79466605 -0.9998181  -0.4134134  -0.7937938   0.89137655
 -0.99989754 -0.26726726 -0.05505506  0.63802487 -0.9996651   0.4774775
  0.5475475   0.86340415 -0.9998752  -0.34534535  0.8038038   0.95161873
 -0.99995774  0.01301301  0.34134135  0.6322023  -0.9996694   0.8058058
 -0.07107107  0.95156115 -0.9999577  -0.5595596  -0.7057057   0.83828527
 -0.99985975  0.8598599   0.5075075   0.9037456  -0.999911    0.4994995
 -0.5115115   0.79352444 -0.9998158  -0.03703704 -0.14314315  0.28426057
 -0.9993249   0.8738739  -0.8058058   0.98049927 -0.99998087 -0.8638639
  0.7957958   0.91678256 -0.99992007 -0.3993994   0.4034034   0.59230685
 -0.999639   -0.6136136   0.15115115  0.83622754 -0.9998556   0.3993994
 -0.7597598   0.8701696  -0.9998864  -0.14314315  0.8118118   0.97124547
 -0.99997246 -0.01701702 -0.7157157   0.94442916 -0.99994427 -0.4214214
  0.04904905  0.66780955 -0.9996974  -0.46946946 -0.5535536   0.6158617
 -0.99966836 -0.8498498  -0.7857858   0.97130895 -0.99997485 -0.04704705
 -0.9179179   0.9621121  -0.9999624  -0.6676677   0.7457457   0.7893561
 -0.999818    0.6616617   0.21721722  0.800152   -0.9998151   0.5075075
  0.6756757   0.9313728  -0.99994105  0.8338338  -0.5975976   0.9736544
 -0.99997544  0.36136135 -0.07107107  0.8513106  -0.99986106  0.16116115
  0.6116116   0.87843376 -0.9998871  -0.7737738  -0.43343344  0.9738003
 -0.9999739   0.01701702 -0.04904905 -0.03504167 -0.9988039   0.7637638
  0.7657658   0.9607901  -0.99995995  0.7717718   0.3773774   0.8970177
 -0.9999033   0.1891892   0.7657658   0.89463747 -0.9999014   0.07707708
 -0.33933935  0.3200908  -0.99936724 -0.25125125 -0.3173173   0.575444
 -0.9996268  -0.2032032   0.6336336   0.7949545  -0.99982107 -0.07107107
  0.04704705 -0.30837697 -0.99861026  0.7697698  -0.3213213   0.92330223
 -0.9999319  -0.42542544 -0.3933934   0.63277745 -0.9996811  -0.7677678
  0.03103103  0.93504715 -0.99994427 -0.33133134 -0.6436436   0.7944459
 -0.9998176  -0.6236236   0.8618619   0.94424564 -0.99995464 -0.8338338
  0.5555556   0.9254578  -0.9999281   0.8638639   0.24324325  0.93852365
 -0.9999436   0.5815816  -0.001001    0.880683   -0.99989104  0.11511511
 -0.7617618   0.8644756  -0.9998693  -0.25725725  0.25525525  0.14522214
 -0.99923015  0.9379379   0.997998    0.9912623  -0.9999918   0.5275275
  0.3033033   0.9504974  -0.99995553 -0.001001    0.5415415   0.7187798
 -0.99974525  0.34734735  0.3833834   0.76525253 -0.9997854  -0.08708709
 -0.45945945  0.72356313 -0.9997362  -0.7337337  -0.6316316   0.8960148
 -0.99991363  0.7137137  -0.7037037   0.86296636 -0.9998762  -0.16916917
  0.11511511  0.1550285  -0.99922574  0.7497497  -0.4894895   0.9521669
 -0.99995667 -0.7137137  -0.8898899   0.94008005 -0.99994534  0.5915916
  0.7957958   0.95568705 -0.9999582   0.4214214  -0.43743744  0.74163246
 -0.9997698   0.7297297   0.08908909  0.9752533  -0.99997574 -0.6956957
  0.2972973   0.90297425 -0.99990946 -0.9319319  -0.22722723  0.99237835
 -0.99999017  0.37137136  0.17117117  0.6324279  -0.9996636  -0.5635636
 -0.01101101  0.89837    -0.9999033  -0.6376376  -0.2092092   0.9437817
 -0.99994665 -0.5315315   0.47147146  0.6587973  -0.99969536  0.5315315
 -0.9379379   0.9904386  -0.9999899   0.9339339  -0.09309309  0.990693
 -0.99999017  0.13513513 -0.06106106  0.13679224 -0.99918395 -0.45945945
  0.22122122  0.86052924 -0.99986947 -0.3913914   0.6556557   0.9733939
 -0.9999728   0.03303303  0.13513513  0.6343334  -0.99966407  0.5915916
 -0.6376376   0.8296638  -0.99984485  0.36536536 -0.21921922  0.64964116
 -0.99968475 -0.983984    0.07107107  0.9714213  -0.99997324 -1.
 -1.         -1.         -1.        ]",41,0.012519819,0.9980222
2,-0.21124703843583517,"[-0.07107107  0.04704705  0.9833281  -0.07107107  0.04704705  0.9274432
 -0.07107107  0.04704705  0.9480481  -0.5895896   0.6036036   0.65585244
 -0.9997143   0.15715715 -0.6176176   0.61443025 -0.9996684   0.24524525
  0.09309309  0.1095255  -0.9992255  -0.8138138  -0.17917918  0.9524285
 -0.999959    0.35335335  0.9079079   0.96231633 -0.99996287  0.5495495
 -0.33733734  0.7827236  -0.99981093 -0.4134134  -0.7937938   0.8861559
 -0.9999014  -0.26726726 -0.05505506  0.64827305 -0.99967486  0.4774775
  0.5475475   0.8565269  -0.9998841  -0.34534535  0.8038038   0.9522105
 -0.999953    0.01301301  0.34134135  0.6282178  -0.9996664   0.8058058
 -0.07107107  0.95099425 -0.9999532  -0.5595596  -0.7057057   0.82817376
 -0.9998535   0.8598599   0.5075075   0.8978637  -0.9999212   0.4994995
 -0.5115115   0.7809311  -0.99981713 -0.03703704 -0.14314315  0.25974214
 -0.9993239   0.8738739  -0.8058058   0.98070633 -0.9999832  -0.8638639
  0.7957958   0.91179293 -0.9999291  -0.3993994   0.4034034   0.56921524
 -0.9996331  -0.6136136   0.15115115  0.83113474 -0.9998522   0.3993994
 -0.7597598   0.86193335 -0.9998846  -0.14314315  0.8118118   0.97305524
 -0.99996954 -0.01701702 -0.7157157   0.94349337 -0.99994934 -0.4214214
  0.04904905  0.66335744 -0.9997041  -0.46946946 -0.5535536   0.5891541
 -0.9996464  -0.8498498  -0.7857858   0.9710594  -0.9999728  -0.04704705
 -0.9179179   0.9620341  -0.99996585 -0.6676677   0.7457457   0.7744246
 -0.9998082   0.6616617   0.21721722  0.7879555  -0.9998238   0.5075075
  0.6756757   0.9295484  -0.9999408   0.8338338  -0.5975976   0.9737744
 -0.9999771   0.36136135 -0.07107107  0.8530209  -0.99986243  0.16116115
  0.6116116   0.875147   -0.9998851  -0.7737738  -0.43343344  0.97583497
 -0.99997526  0.01701702 -0.04904905 -0.05324116 -0.9988039   0.7637638
  0.7657658   0.9598759  -0.99996746  0.7717718   0.3773774   0.8912639
 -0.999913    0.1891892   0.7657658   0.8908845  -0.9999014   0.07707708
 -0.33933935  0.27769607 -0.999374   -0.25125125 -0.3173173   0.5578243
 -0.99960274 -0.2032032   0.6336336   0.7846542  -0.9998011  -0.07107107
  0.04704705  0.5098976  -0.9986478   0.7697698  -0.3213213   0.92020404
 -0.99992263 -0.42542544 -0.3933934   0.61018246 -0.9996608  -0.7677678
  0.03103103  0.9358325  -0.9999414  -0.33133134 -0.6436436   0.7815048
 -0.99981195 -0.6236236   0.8618619   0.94244695 -0.99994594 -0.8338338
  0.5555556   0.9222995  -0.99993753  0.8638639   0.24324325  0.936158
 -0.99994254  0.5815816  -0.001001    0.8778555  -0.99989074  0.11511511
 -0.7617618   0.85711026 -0.999871   -0.25725725  0.25525525  0.10741238
 -0.9992219   0.9379379   0.997998    0.99203277 -0.9999935   0.5275275
  0.3033033   0.95256454 -0.9999499  -0.001001    0.5415415   0.7037076
 -0.9997441   0.34734735  0.3833834   0.7552968  -0.99978435 -0.08708709
 -0.45945945  0.7111219  -0.9997447  -0.7337337  -0.6316316   0.8911395
 -0.9999009   0.7137137  -0.7037037   0.8543041  -0.9998762  -0.16916917
  0.11511511  0.17904402 -0.9992183   0.7497497  -0.4894895   0.9511663
 -0.999956   -0.7137137  -0.8898899   0.93743426 -0.9999483   0.5915916
  0.7957958   0.95484185 -0.99996364  0.4214214  -0.43743744  0.72610694
 -0.9997704   0.7297297   0.08908909  0.9774591  -0.9999733  -0.6956957
  0.2972973   0.90110636 -0.99990994 -0.9319319  -0.22722723  0.99510604
 -0.99999094  0.37137136  0.17117117  0.61258876 -0.9996649  -0.5635636
 -0.01101101  0.900152   -0.9999161  -0.6376376  -0.2092092   0.9456539
 -0.99995124 -0.5315315   0.47147146  0.63653076 -0.9996935   0.5315315
 -0.9379379   0.99168336 -0.99998933  0.9339339  -0.09309309  0.99255794
 -0.9999905   0.13513513 -0.06106106  0.10672571 -0.99919456 -0.45945945
  0.22122122  0.8623132  -0.99986583 -0.3913914   0.6556557   0.9773593
 -0.99997216  0.03303303  0.13513513  0.6569282  -0.99965924  0.5915916
 -0.6376376   0.81873    -0.9998455   0.36536536 -0.21921922  0.6315694
 -0.9996801  -0.983984    0.07107107  0.97222936 -0.9999756  -1.
 -1.         -1.         -1.        ]",80,0.012438606,0.9960525
3,-0.25010953441749884,"[-0.07107107  0.04704705  0.9833281  -0.07107107  0.04704705  0.9274432
 -0.07107107  0.04704705  0.9480481  -0.5895896   0.6036036   0.61988616
 -0.99971455  0.15715715 -0.6176176   0.5737409  -0.99967384  0.24524525
  0.09309309  0.01263464 -0.9992366  -0.8138138  -0.17917918  0.94649255
 -0.9999528   0.35335335  0.9079079   0.95778424 -0.99996394  0.5495495
 -0.33733734  0.7582024  -0.99980974 -0.4134134  -0.7937938   0.87369126
 -0.9999038  -0.26726726 -0.05505506  0.60626674 -0.99966663  0.4774775
  0.5475475   0.8413242  -0.9998793  -0.34534535  0.8038038   0.94648486
 -0.9999554   0.01301301  0.34134135  0.5846409  -0.99965495  0.8058058
 -0.07107107  0.9453367  -0.9999554  -0.5595596  -0.7057057   0.80986375
 -0.9998559   0.8598599   0.5075075   0.8867911  -0.99991065  0.4994995
 -0.5115115   0.7580654  -0.9998201  -0.03703704 -0.14314315  0.1751654
 -0.99933153  0.8738739  -0.8058058   0.9783409  -0.9999813  -0.8638639
  0.7957958   0.90260863 -0.999925   -0.3993994   0.4034034   0.52265537
 -0.9996361  -0.6136136   0.15115115  0.8128339  -0.9998542   0.3993994
 -0.7597598   0.84712565 -0.9998806  -0.14314315  0.8118118   0.96973515
 -0.9999725  -0.01701702 -0.7157157   0.9372983  -0.99994904 -0.4214214
  0.04904905  0.6253076  -0.9996978  -0.46946946 -0.5535536   0.5457927
 -0.9996606  -0.8498498  -0.7857858   0.9680326  -0.99997455 -0.04704705
 -0.9179179   0.95790946 -0.99996567 -0.6676677   0.7457457   0.7512469
 -0.9998134   0.6616617   0.21721722  0.76473916 -0.9998131   0.5075075
  0.6756757   0.92172545 -0.99993694  0.8338338  -0.5975976   0.970617
 -0.9999752   0.36136135 -0.07107107  0.83532065 -0.9998596   0.16116115
  0.6116116   0.86080486 -0.99988633 -0.7737738  -0.43343344  0.97278
 -0.99997646  0.01701702 -0.04904905 -0.20035036 -0.9988384   0.7637638
  0.7657658   0.9553728  -0.9999638   0.7717718   0.3773774   0.87928915
 -0.9999037   0.1891892   0.7657658   0.87845147 -0.999902    0.07707708
 -0.33933935  0.19966105 -0.9993805  -0.25125125 -0.3173173   0.50905704
 -0.9996182  -0.2032032   0.6336336   0.76108235 -0.9998111  -0.07107107
  0.04704705  0.3435893  -0.9986929   0.7697698  -0.3213213   0.91094446
 -0.9999287  -0.42542544 -0.3933934   0.5685942  -0.9996738  -0.7677678
  0.03103103  0.92842555 -0.999941   -0.33133134 -0.6436436   0.7581082
 -0.9998167  -0.6236236   0.8618619   0.9360264  -0.999949   -0.8338338
  0.5555556   0.9135587  -0.99993265  0.8638639   0.24324325  0.92890257
 -0.9999414   0.5815816  -0.001001    0.86410224 -0.9998901   0.11511511
 -0.7617618   0.8415784  -0.999877   -0.25725725  0.25525525  0.00909397
 -0.9992306   0.9379379   0.997998    0.9909655  -0.99999136  0.5275275
  0.3033033   0.946254   -0.999951   -0.001001    0.5415415   0.67017317
 -0.99973494  0.34734735  0.3833834   0.72867954 -0.9997907  -0.08708709
 -0.45945945  0.678665   -0.99974644 -0.7337337  -0.6316316   0.8793529
 -0.9999088   0.7137137  -0.7037037   0.8392477  -0.9998819  -0.16916917
  0.11511511  0.08037623 -0.99922806  0.7497497  -0.4894895   0.94545394
 -0.99995553 -0.7137137  -0.8898899   0.93062806 -0.9999464   0.5915916
  0.7957958   0.9498316  -0.99996024  0.4214214  -0.43743744  0.6975337
 -0.99977523  0.7297297   0.08908909  0.974176   -0.99997425 -0.6956957
  0.2972973   0.88993675 -0.99991065 -0.9319319  -0.22722723  0.99406415
 -0.9999913   0.37137136  0.17117117  0.5689961  -0.99965674 -0.5635636
 -0.01101101  0.8881256  -0.99990445 -0.6376376  -0.2092092   0.93865156
 -0.9999445  -0.5315315   0.47147146  0.59822273 -0.99969655  0.5315315
 -0.9379379   0.9904983  -0.9999901   0.9339339  -0.09309309  0.9913107
 -0.9999902   0.13513513 -0.06106106  0.00198215 -0.9991853  -0.45945945
  0.22122122  0.8461995  -0.9998716  -0.3913914   0.6556557   0.97402805
 -0.9999733   0.03303303  0.13513513  0.6126222  -0.9996493   0.5915916
 -0.6376376   0.7997948  -0.9998512   0.36536536 -0.21921922  0.58938193
 -0.9996729  -0.983984    0.07107107  0.9689067  -0.9999728  -1.
 -1.         -1.         -1.        ]",34,0.011852623,0.99408084
4,-0.20226506175226,"[ 0.01701702 -0.04904905  0.9633233   0.01701702 -0.04904905  0.90712595
  0.01701702 -0.04904905  0.92807996 -0.5895896   0.6036036   0.610319
 -0.99971455  0.15715715 -0.6176176   0.5667587  -0.99967384  0.24524525
  0.09309309  0.0026851  -0.9992366  -0.8138138  -0.17917918  0.9475834
 -0.9999528   0.35335335  0.9079079   0.95854926 -0.99996394  0.5495495
 -0.33733734  0.7562059  -0.99980974 -0.4134134  -0.7937938   0.87256753
 -0.9999038  -0.26726726 -0.05505506  0.6106111  -0.99966663  0.4774775
  0.5475475   0.8396909  -0.9998793  -0.34534535  0.8038038   0.94736725
 -0.9999554   0.01301301  0.34134135  0.58549976 -0.99965495  0.8058058
 -0.07107107  0.946707   -0.9999554  -0.5595596  -0.7057057   0.80647576
 -0.9998559   0.8598599   0.5075075   0.8851801  -0.99991065  0.4994995
 -0.5115115   0.75524366 -0.9998201  -0.03703704 -0.14314315  0.22387025
 -0.99933153  0.8738739  -0.8058058   0.97949505 -0.9999813  -0.8638639
  0.7957958   0.90122753 -0.999925   -0.3993994   0.4034034   0.51216096
 -0.9996361  -0.6136136   0.15115115  0.81098014 -0.9998542   0.3993994
 -0.7597598   0.8457961  -0.9998806  -0.14314315  0.8118118   0.9712751
 -0.9999725  -0.01701702 -0.7157157   0.9391653  -0.99994904 -0.4214214
  0.04904905  0.6232581  -0.9996978  -0.46946946 -0.5535536   0.5354603
 -0.9996606  -0.8498498  -0.7857858   0.9686138  -0.99997455 -0.04704705
 -0.9179179   0.95962566 -0.99996567 -0.6676677   0.7457457   0.7453088
 -0.9998134   0.6616617   0.21721722  0.7606678  -0.9998131   0.5075075
  0.6756757   0.9222103  -0.99993694  0.8338338  -0.5975976   0.9718896
 -0.9999752   0.36136135 -0.07107107  0.8479062  -0.9998596   0.16116115
  0.6116116   0.86068434 -0.99988633 -0.7737738  -0.43343344  0.9748864
 -0.99997646  0.01701702 -0.04904905  0.4685506  -0.9989457   0.7637638
  0.7657658   0.9560422  -0.9999638   0.7717718   0.3773774   0.87819713
 -0.9999037   0.1891892   0.7657658   0.87768966 -0.999902    0.07707708
